PERIODO|LOCALIDAD|CANTIDAD
2204|MARTIRES|361
2204|PUENTE ARANDA|650
2204|RAFAEL URIBE|644
2204|SAN CRISTOBAL|695
2204|SANTA FE|413
2204|SUBA|1848
2204|SUMAPAZ|3
2204|TEUSAQUILLO|612
2204|TUNJUELITO|331
2204|USAQUEN|922
2204|USME|553
2205||1
2205|ANTONIO NARINO|301
2205|BARRIOS UNIDOS|1023
2205|BOSA|865
2205|CANDELARIA|117
2205|CHAPINERO|737
2205|CIUDAD BOLIVAR|828
2205|ENGATIVA|2285
2205|FONTIBON|860
2205|KENNEDY|2195
2205|MARTIRES|371
2205|PUENTE ARANDA|674
2205|RAFAEL URIBE|655
2205|SAN CRISTOBAL|804
2205|SANTA FE|491
2205|SUBA|2115
2205|TEUSAQUILLO|625
2205|TUNJUELITO|267
2205|USAQUEN|1063
2205|USME|649
2206||3
2206|ANTONIO NARINO|248
2206|BARRIOS UNIDOS|628
2206|BOSA|773
2206|CANDELARIA|121
2206|CHAPINERO|635
2206|CIUDAD BOLIVAR|804
2206|ENGATIVA|2314
2206|FONTIBON|790
2206|KENNEDY|2030
2206|MARTIRES|361
2206|PUENTE ARANDA|710
2206|RAFAEL URIBE|707
2206|SAN CRISTOBAL|684
2206|SANTA FE|379
2206|SUBA|1815
2206|SUMAPAZ|1
2206|TEUSAQUILLO|622
2206|TUNJUELITO|315
2206|USAQUEN|852
2206|USME|510
2207||1
2207|ANTONIO NARINO|235
2207|BARRIOS UNIDOS|849
2207|BOSA|897
2207|CANDELARIA|131
2207|CHAPINERO|604
2207|CIUDAD BOLIVAR|1323
2207|ENGATIVA|2018
2207|FONTIBON|817
2207|KENNEDY|2377
2207|MARTIRES|334
2207|PUENTE ARANDA|637
2207|RAFAEL URIBE|641
2207|SAN CRISTOBAL|702
2207|SANTA FE|357
2207|SUBA|1886
2207|TEUSAQUILLO|490
2207|TUNJUELITO|235
2207|USAQUEN|899
2207|USME|466
2208|ANTONIO NARINO|351
2208|BARRIOS UNIDOS|729
2208|BOSA|887
2208|CANDELARIA|133
2208|CHAPINERO|632
2208|CIUDAD BOLIVAR|863
2208|ENGATIVA|2423
2208|FONTIBON|978
2208|KENNEDY|2266
2208|MARTIRES|420
2208|PUENTE ARANDA|870
2208|RAFAEL URIBE|898
2208|SAN CRISTOBAL|785
2208|SANTA FE|399
2208|SUBA|2344
2208|TEUSAQUILLO|788
2208|TUNJUELITO|428
2208|USAQUEN|1039
2208|USME|517
2209|ANTONIO NARINO|283
2209|BARRIOS UNIDOS|851
2209|BOSA|800
2209|CANDELARIA|134
2209|CHAPINERO|605
2209|CIUDAD BOLIVAR|1016
2209|ENGATIVA|2069
2209|FONTIBON|807
2209|KENNEDY|2034
2209|MARTIRES|327
2209|PUENTE ARANDA|744
2209|RAFAEL URIBE|574
2209|SAN CRISTOBAL|632
2209|SANTA FE|385
2209|SUBA|2057
2209|SUMAPAZ|1
2209|TEUSAQUILLO|599
2209|TUNJUELITO|258
2209|USAQUEN|941
2209|USME|413
2210|ANTONIO NARINO|288
2210|BARRIOS UNIDOS|611
2210|BOSA|811
2210|CANDELARIA|107
2210|CHAPINERO|537
2210|CIUDAD BOLIVAR|918
2210|ENGATIVA|1997
2210|FONTIBON|762
2210|KENNEDY|2066
2210|MARTIRES|323
2210|PUENTE ARANDA|707
2210|RAFAEL URIBE|766
2210|SAN CRISTOBAL|530
2210|SANTA FE|323
2210|SUBA|1868
2210|SUMAPAZ|1
2210|TEUSAQUILLO|668
2210|TUNJUELITO|346
2210|USAQUEN|809
2210|USME|437
2211|ANTONIO NARINO|284
2211|BARRIOS UNIDOS|683
2211|BOSA|944
2211|CANDELARIA|130
2211|CHAPINERO|584
2211|CIUDAD BOLIVAR|1577
2211|ENGATIVA|2170
2211|FONTIBON|751
2211|KENNEDY|2089
2211|MARTIRES|284
2211|PUENTE ARANDA|806
2211|RAFAEL URIBE|787
2211|SAN CRISTOBAL|562
2211|SANTA FE|333
2211|SUBA|1752
2211|SUMAPAZ|7
2211|TEUSAQUILLO|503
2211|TUNJUELITO|302
2211|USAQUEN|898
2211|USME|481
2212|ANTONIO NARINO|285
2212|BARRIOS UNIDOS|743
2212|BOSA|778
2212|CANDELARIA|113
2212|CHAPINERO|531
2212|CIUDAD BOLIVAR|1369
2212|ENGATIVA|1899
2212|FONTIBON|671
2212|KENNEDY|1885
2212|MARTIRES|339
2212|PUENTE ARANDA|732
2212|RAFAEL URIBE|827
2212|SAN CRISTOBAL|618
2212|SANTA FE|325
2212|SUBA|1676
2212|TEUSAQUILLO|635
2212|TUNJUELITO|369
2212|USAQUEN|777
2212|USME|451
2301|ANTONIO NARINO|266
2301|BARRIOS UNIDOS|741
2301|BOSA|845
2301|CANDELARIA|102
2301|CHAPINERO|597
2301|CIUDAD BOLIVAR|1475
2301|ENGATIVA|2295
2301|FONTIBON|735
2301|KENNEDY|1968
2301|MARTIRES|292
2301|PUENTE ARANDA|726
2301|RAFAEL URIBE|748
2301|SAN CRISTOBAL|743
2301|SANTA FE|396
2301|SUBA|1859
2301|SUMAPAZ|1
2301|TEUSAQUILLO|464
2301|TUNJUELITO|257
2301|USAQUEN|893
2301|USME|511
2302|ANTONIO NARINO|308
2302|BARRIOS UNIDOS|790
2302|BOSA|780
2302|CANDELARIA|119
2302|CHAPINERO|510
2302|CIUDAD BOLIVAR|1193
2302|ENGATIVA|1855
2302|FONTIBON|704
2302|KENNEDY|1882
2302|MARTIRES|377
2302|PUENTE ARANDA|720
2302|RAFAEL URIBE|784
2302|SAN CRISTOBAL|584
2302|SANTA FE|397
2302|SUBA|1867
2302|TEUSAQUILLO|633
2302|TUNJUELITO|327
2302|USAQUEN|897
2302|USME|469
2303|ANTONIO NARINO|322
2303|BARRIOS UNIDOS|907
2303|BOSA|813
2303|CANDELARIA|109
2303|CHAPINERO|558
2303|CIUDAD BOLIVAR|1225
2303|ENGATIVA|2308
2303|FONTIBON|706
2303|KENNEDY|2145
2303|MARTIRES|323
2303|PUENTE ARANDA|801
2303|RAFAEL URIBE|734
2303|SAN CRISTOBAL|594
2303|SANTA FE|394
2303|SUBA|2374
2303|SUMAPAZ|3
2303|TEUSAQUILLO|443
2303|TUNJUELITO|264
2303|USAQUEN|886
2303|USME|471
2304|ANTONIO NARINO|251
2304|BARRIOS UNIDOS|550
2304|BOSA|727
2304|CANDELARIA|79
2304|CHAPINERO|415
2304|CIUDAD BOLIVAR|842
2304|ENGATIVA|1680
2304|FONTIBON|675
2304|KENNEDY|1676
2304|MARTIRES|352
2304|PUENTE ARANDA|522
2304|RAFAEL URIBE|728
2304|SAN CRISTOBAL|543
2304|SANTA FE|278
2304|SUBA|1877
2304|SUMAPAZ|2
2304|TEUSAQUILLO|483
2304|TUNJUELITO|354
2304|USAQUEN|782
2304|USME|422
2305|ANTONIO NARINO|331
2305|BARRIOS UNIDOS|906
2305|BOSA|815
2305|CANDELARIA|131
2305|CHAPINERO|756
2305|CIUDAD BOLIVAR|2065
2305|ENGATIVA|2153
2305|FONTIBON|886
2305|KENNEDY|2141
2305|MARTIRES|367
2305|PUENTE ARANDA|691
2305|RAFAEL URIBE|713
2305|SAN CRISTOBAL|1371
2305|SANTA FE|539
2305|SUBA|2512
2305|SUMAPAZ|1
2305|TEUSAQUILLO|517
2305|TUNJUELITO|287
2305|USAQUEN|1147
2305|USME|1088
2306|ANTONIO NARINO|279
2306|BARRIOS UNIDOS|646
2306|BOSA|719
2306|CANDELARIA|119
2306|CHAPINERO|614
2306|CIUDAD BOLIVAR|1170
2306|ENGATIVA|1968
2306|FONTIBON|748
2306|KENNEDY|1908
2306|MARTIRES|377
2306|PUENTE ARANDA|589
2306|RAFAEL URIBE|776
2306|SAN CRISTOBAL|731
2306|SANTA FE|365
2306|SUBA|2358
2306|TEUSAQUILLO|562
2306|TUNJUELITO|288
2306|USAQUEN|885
2306|USME|597
2307|ANTONIO NARINO|280
2307|BARRIOS UNIDOS|735
2307|BOSA|721
2307|CANDELARIA|98
2307|CHAPINERO|526
2307|CIUDAD BOLIVAR|1080
2307|ENGATIVA|2077
2307|FONTIBON|728
2307|KENNEDY|1867
2307|MARTIRES|347
2307|PUENTE ARANDA|726
2307|RAFAEL URIBE|602
2307|SAN CRISTOBAL|635
2307|SANTA FE|314
2307|SUBA|2042
2307|SUMAPAZ|2
2307|TEUSAQUILLO|444
2307|TUNJUELITO|268
2307|USAQUEN|827
2307|USME|486
2308|ANTONIO NARINO|282
2308|BARRIOS UNIDOS|2462
2308|BOSA|1655
2308|CANDELARIA|120
2308|CHAPINERO|601
2308|CIUDAD BOLIVAR|1180
2308|ENGATIVA|1866
2308|FONTIBON|844
2308|KENNEDY|1856
2308|MARTIRES|401
2308|PUENTE ARANDA|687
2308|RAFAEL URIBE|778
2308|SAN CRISTOBAL|705
2308|SANTA FE|380
2308|SUBA|1928
2308|TEUSAQUILLO|585
2308|TUNJUELITO|357
2308|USAQUEN|870
2308|USME|486
2309|ANTONIO NARINO|234
2309|BARRIOS UNIDOS|1050
2309|BOSA|1645
2309|CANDELARIA|88
2309|CHAPINERO|461
2309|CIUDAD BOLIVAR|916
2309|ENGATIVA|2125
2309|FONTIBON|633
2309|KENNEDY|1701
2309|MARTIRES|300
2309|PUENTE ARANDA|665
2309|RAFAEL URIBE|687
2309|SAN CRISTOBAL|520
2309|SANTA FE|294
2309|SUBA|1507
2309|TEUSAQUILLO|453
2309|TUNJUELITO|236
2309|USAQUEN|696
2309|USME|435
2310|ANTONIO NARINO|317
2310|BARRIOS UNIDOS|1334
2310|BOSA|2153
2310|CANDELARIA|118
2310|CHAPINERO|587
2310|CIUDAD BOLIVAR|980
2310|ENGATIVA|1720
2310|FONTIBON|1061
2310|KENNEDY|2541
2310|MARTIRES|441
2310|PUENTE ARANDA|675
2310|RAFAEL URIBE|718
2310|SAN CRISTOBAL|1212
2310|SANTA FE|476
2310|SUBA|2705
2310|TEUSAQUILLO|733
2310|TUNJUELITO|532
2310|USAQUEN|1166
2310|USME|576
2311|ANTONIO NARINO|335
2311|BARRIOS UNIDOS|566
2311|BOSA|2516
2311|CANDELARIA|99
2311|CHAPINERO|483
2311|CIUDAD BOLIVAR|808
2311|ENGATIVA|2091
2311|FONTIBON|808
2311|KENNEDY|1772
2311|MARTIRES|304
2311|PUENTE ARANDA|764
2311|RAFAEL URIBE|727
2311|SAN CRISTOBAL|689
2311|SANTA FE|370
2311|SUBA|1849
2311|TEUSAQUILLO|406
2311|TUNJUELITO|278
2311|USAQUEN|951
2311|USME|510
2312|ANTONIO NARINO|252
2312|BARRIOS UNIDOS|798
2312|BOSA|1272
2312|CANDELARIA|106
2312|CHAPINERO|558
2312|CIUDAD BOLIVAR|769
2312|ENGATIVA|1424
2312|FONTIBON|616
2312|KENNEDY|1708
2312|MARTIRES|688
2312|PUENTE ARANDA|506
2312|RAFAEL URIBE|620
2312|SAN CRISTOBAL|809
2312|SANTA FE|412
2312|SUBA|1720
2312|SUMAPAZ|7
2312|TEUSAQUILLO|743
2312|TUNJUELITO|326
2312|USAQUEN|862
2312|USME|501
2401|ANTONIO NARINO|1095
2401|BARRIOS UNIDOS|657
2401|BOSA|2705
2401|CANDELARIA|82
2401|CHAPINERO|493
2401|CIUDAD BOLIVAR|946
2401|ENGATIVA|2517
2401|FONTIBON|797
2401|KENNEDY|2003
2401|MARTIRES|744
2401|PUENTE ARANDA|1538
2401|RAFAEL URIBE|2111
2401|SAN CRISTOBAL|808
2401|SANTA FE|293
2401|SUBA|1767
2401|TEUSAQUILLO|515
2401|TUNJUELITO|849
2401|USAQUEN|844
2401|USME|538
2402|ANTONIO NARINO|565
2402|BARRIOS UNIDOS|1256
2402|BOSA|1814
2402|CANDELARIA|106
2402|CHAPINERO|668
2402|CIUDAD BOLIVAR|1261
2402|ENGATIVA|1913
2402|FONTIBON|820
2402|KENNEDY|2246
2402|MARTIRES|804
2402|PUENTE ARANDA|1033
2402|RAFAEL URIBE|1149
2402|SAN CRISTOBAL|920
2402|SANTA FE|438
2402|SUBA|2071
2402|TEUSAQUILLO|1251
2402|TUNJUELITO|1121
2402|USAQUEN|904
2402|USME|684
2403|ANTONIO NARINO|539
2403|BARRIOS UNIDOS|552
2403|BOSA|1319
2403|CANDELARIA|110
2403|CHAPINERO|478
2403|CIUDAD BOLIVAR|896
2403|ENGATIVA|2710
2403|FONTIBON|718
2403|KENNEDY|1832
2403|MARTIRES|517
2403|PUENTE ARANDA|1177
2403|RAFAEL URIBE|1047
2403|SAN CRISTOBAL|944
2403|SANTA FE|413
2403|SUBA|1639
2403|TEUSAQUILLO|551
2403|TUNJUELITO|536
2403|USAQUEN|776
2403|USME|644
2404|ANTONIO NARINO|471
2404|BARRIOS UNIDOS|1088
2404|BOSA|1860
2404|CANDELARIA|110
2404|CHAPINERO|658
2404|CIUDAD BOLIVAR|1177
2404|ENGATIVA|2241
2404|FONTIBON|798
2404|KENNEDY|2147
2404|MARTIRES|579
2404|PUENTE ARANDA|1012
2404|RAFAEL URIBE|1104
2404|SAN CRISTOBAL|1099
2404|SANTA FE|434
2404|SUBA|2045
2404|SUMAPAZ|1
2404|TEUSAQUILLO|836
2404|TUNJUELITO|641
2404|USAQUEN|971
2404|USME|693
2405|ANTONIO NARINO|515
2405|BARRIOS UNIDOS|667
2405|BOSA|1399
2405|CANDELARIA|122
2405|CHAPINERO|668
2405|CIUDAD BOLIVAR|952
2405|ENGATIVA|2819
2405|FONTIBON|700
2405|KENNEDY|1991
2405|MARTIRES|1086
2405|PUENTE ARANDA|1609
2405|RAFAEL URIBE|1839
2405|SAN CRISTOBAL|990
2405|SANTA FE|456
2405|SUBA|1932
2405|TEUSAQUILLO|605
2405|TUNJUELITO|1481
2405|USAQUEN|999
2405|USME|777
2406|ANTONIO NARINO|946
2406|BARRIOS UNIDOS|996
2406|BOSA|1077
2406|CANDELARIA|74
2406|CHAPINERO|540
2406|CIUDAD BOLIVAR|958
2406|ENGATIVA|1589
2406|FONTIBON|696
2406|KENNEDY|1692
2406|MARTIRES|530
2406|PUENTE ARANDA|737
2406|RAFAEL URIBE|1080
2406|SAN CRISTOBAL|747
2406|SANTA FE|355
2406|SUBA|1667
2406|SUMAPAZ|1
2406|TEUSAQUILLO|1251
2406|TUNJUELITO|601
2406|USAQUEN|831
2406|USME|599
2407|ANTONIO NARINO|562
2407|BARRIOS UNIDOS|624
2407|BOSA|1447
2407|CANDELARIA|126
2407|CHAPINERO|705
2407|CIUDAD BOLIVAR|1073
2407|ENGATIVA|2875
2407|FONTIBON|854
2407|KENNEDY|2187
2407|MARTIRES|640
2407|PUENTE ARANDA|1330
2407|RAFAEL URIBE|1280
2407|SAN CRISTOBAL|1302
2407|SANTA FE|378
2407|SUBA|2191
2407|SUMAPAZ|1
2407|TEUSAQUILLO|725
2407|TUNJUELITO|691
2407|USAQUEN|1044
2407|USME|666
2408|ANTONIO NARINO|528
2408|BARRIOS UNIDOS|951
2408|BOSA|1207
2408|CANDELARIA|77
2408|CHAPINERO|664
2408|CIUDAD BOLIVAR|999
2408|ENGATIVA|1687
2408|FONTIBON|709
2408|KENNEDY|1890
2408|MARTIRES|507
2408|PUENTE ARANDA|746
2408|RAFAEL URIBE|990
2408|SAN CRISTOBAL|982
2408|SANTA FE|369
2408|SUBA|1909
2408|SUMAPAZ|1
2408|TEUSAQUILLO|874
2408|TUNJUELITO|447
2408|USAQUEN|922
2408|USME|618
2409|ANTONIO NARINO|470
2409|BARRIOS UNIDOS|516
2409|BOSA|1216
2409|CANDELARIA|93
2409|CHAPINERO|565
2409|CIUDAD BOLIVAR|914
2409|ENGATIVA|2388
2409|FONTIBON|838
2409|KENNEDY|1824
2409|MARTIRES|598
2409|PUENTE ARANDA|1304
2409|RAFAEL URIBE|1053
2409|SAN CRISTOBAL|1043
2409|SANTA FE|404
2409|SUBA|1978
2409|TEUSAQUILLO|601
2409|TUNJUELITO|681
2409|USAQUEN|934
2409|USME|804
2410|ANTONIO NARINO|440
2410|BARRIOS UNIDOS|831
2410|BOSA|1583
2410|CANDELARIA|133
2410|CHAPINERO|559
2410|CIUDAD BOLIVAR|1097
2410|ENGATIVA|2332
2410|FONTIBON|822
2410|KENNEDY|1840
2410|MARTIRES|550
2410|PUENTE ARANDA|717
2410|RAFAEL URIBE|984
2410|SAN CRISTOBAL|784
2410|SANTA FE|440
2410|SUBA|1939
2410|TEUSAQUILLO|736
2410|TUNJUELITO|426
2410|USAQUEN|927
2410|USME|687
2411|ANTONIO NARINO|330
2411|BARRIOS UNIDOS|395
2411|BOSA|1200
2411|CANDELARIA|96
2411|CHAPINERO|490
2411|CIUDAD BOLIVAR|844
2411|ENGATIVA|2750
2411|FONTIBON|638
2411|KENNEDY|1701
2411|MARTIRES|427
2411|PUENTE ARANDA|866
2411|RAFAEL URIBE|850
2411|SAN CRISTOBAL|770
2411|SANTA FE|289
2411|SUBA|1756
2411|TEUSAQUILLO|446
2411|TUNJUELITO|598
2411|USAQUEN|779
2411|USME|567
2412|ANTONIO NARINO|400
2412|BARRIOS UNIDOS|728
2412|BOSA|2286
2412|CANDELARIA|111
2412|CHAPINERO|467
2412|CIUDAD BOLIVAR|933
2412|ENGATIVA|1838
2412|FONTIBON|750
2412|KENNEDY|1792
2412|MARTIRES|520
2412|PUENTE ARANDA|740
2412|RAFAEL URIBE|840
2412|SAN CRISTOBAL|857
2412|SANTA FE|331
2412|SUBA|1712
2412|SUMAPAZ|9
2412|TEUSAQUILLO|630
2412|TUNJUELITO|447
2412|USAQUEN|827
2412|USME|669
2501|ANTONIO NARINO|403
2501|BARRIOS UNIDOS|469
2501|BOSA|1330
2501|CANDELARIA|112
2501|CHAPINERO|594
2501|CIUDAD BOLIVAR|811
2501|ENGATIVA|2244
2501|FONTIBON|828
2501|KENNEDY|1941
2501|MARTIRES|475
2501|PUENTE ARANDA|1341
2501|RAFAEL URIBE|984
2501|SAN CRISTOBAL|937
2501|SANTA FE|374
2501|SUBA|1934
2501|SUMAPAZ|1
2501|TEUSAQUILLO|553
2501|TUNJUELITO|615
2501|USAQUEN|845
2501|USME|728
2502|ANTONIO NARINO|456
2502|BARRIOS UNIDOS|929
2502|BOSA|1709
2502|CANDELARIA|102
2502|CHAPINERO|520
2502|CIUDAD BOLIVAR|1180
2502|ENGATIVA|1816
2502|FONTIBON|814
2502|KENNEDY|1992
2502|MARTIRES|463
2502|PUENTE ARANDA|766
2502|RAFAEL URIBE|921
2502|SAN CRISTOBAL|928
2502|SANTA FE|361
2502|SUBA|1790
2502|TEUSAQUILLO|803
2502|TUNJUELITO|398
2502|USAQUEN|921
2502|USME|812
2503|ANTONIO NARINO|443
2503|BARRIOS UNIDOS|459
2503|BOSA|1362
2503|CANDELARIA|137
2503|CHAPINERO|545
2503|CIUDAD BOLIVAR|891
2503|ENGATIVA|4593
2503|FONTIBON|844
2503|KENNEDY|1921
2503|MARTIRES|506
2503|PUENTE ARANDA|1229
2503|RAFAEL URIBE|1078
2503|SAN CRISTOBAL|979
2503|SANTA FE|431
2503|SUBA|1902
2503|TEUSAQUILLO|565
2503|TUNJUELITO|573
2503|USAQUEN|1091
2503|USME|981
2504|ANTONIO NARINO|356
2504|BARRIOS UNIDOS|858
2504|BOSA|1418
2504|CANDELARIA|102
2504|CHAPINERO|620
2504|CIUDAD BOLIVAR|936
2504|ENGATIVA|1994
2504|FONTIBON|759
2504|KENNEDY|1740
2504|MARTIRES|462
2504|PUENTE ARANDA|793
2504|RAFAEL URIBE|785
2504|SAN CRISTOBAL|917
2504|SANTA FE|370
2504|SUBA|1818
2504|TEUSAQUILLO|683
2504|TUNJUELITO|375
2504|USAQUEN|978
2504|USME|612
2505|ANTONIO NARINO|441
2505|BARRIOS UNIDOS|472
2505|BOSA|1063
2505|CANDELARIA|108
2505|CHAPINERO|715
2505|CIUDAD BOLIVAR|941
2505|ENGATIVA|2607
2505|FONTIBON|910
2505|KENNEDY|2030
2505|MARTIRES|552
2505|PUENTE ARANDA|1099
2505|RAFAEL URIBE|1038
2505|SAN CRISTOBAL|925
2505|SANTA FE|425
2505|SUBA|2098
2505|TEUSAQUILLO|609
2505|TUNJUELITO|552
2505|USAQUEN|1191
2505|USME|843
2506|ANTONIO NARINO|398
2506|BARRIOS UNIDOS|824
2506|BOSA|1424
2506|CANDELARIA|99
2506|CHAPINERO|563
2506|CIUDAD BOLIVAR|1157
2506|ENGATIVA|1478
2506|FONTIBON|717
2506|KENNEDY|1829
2506|MARTIRES|468
2506|PUENTE ARANDA|785
2506|RAFAEL URIBE|983
2506|SAN CRISTOBAL|941
2506|SANTA FE|333
2506|SUBA|1842
2506|SUMAPAZ|1
2506|TEUSAQUILLO|701
2506|TUNJUELITO|344
2506|USAQUEN|980
2506|USME|703
2507|ANTONIO NARINO|457
2507|BARRIOS UNIDOS|542
2507|BOSA|1354
2507|CANDELARIA|125
2507|CHAPINERO|897
2507|CIUDAD BOLIVAR|1046
2507|ENGATIVA|2715
2507|FONTIBON|1128
2507|KENNEDY|2247
2507|MARTIRES|552
2507|PUENTE ARANDA|1250
2507|RAFAEL URIBE|1055
2507|SAN CRISTOBAL|1284
2507|SANTA FE|494
2507|SUBA|2288
2507|SUMAPAZ|1
2507|TEUSAQUILLO|705
2507|TUNJUELITO|538
2507|USAQUEN|1276
2507|USME|906
2508|ANTONIO NARINO|347
2508|BARRIOS UNIDOS|852
2508|BOSA|1130
2508|CANDELARIA|93
2508|CHAPINERO|514
2508|CIUDAD BOLIVAR|995
2508|ENGATIVA|1429
2508|FONTIBON|864
2508|KENNEDY|1767
2508|MARTIRES|507
2508|PUENTE ARANDA|916
2508|RAFAEL URIBE|809
2508|SAN CRISTOBAL|842
2508|SANTA FE|422
2508|SUBA|1839
2508|TEUSAQUILLO|667
2508|TUNJUELITO|363
2508|USAQUEN|898
2508|USME|696
2509|ANTONIO NARINO|430
2509|BARRIOS UNIDOS|491
2509|BOSA|1209
2509|CANDELARIA|96
2509|CHAPINERO|719
2509|CIUDAD BOLIVAR|909
2509|ENGATIVA|4216
2509|FONTIBON|836
2509|KENNEDY|1874
2509|MARTIRES|490
2509|PUENTE ARANDA|1049
2509|RAFAEL URIBE|1031
2509|SAN CRISTOBAL|908
2509|SANTA FE|487
2509|SUBA|1965
2509|TEUSAQUILLO|635
2509|TUNJUELITO|537
2509|USAQUEN|1136
2509|USME|841
2510|ANTONIO NARINO|370
2510|BARRIOS UNIDOS|879
2510|BOSA|1091
2510|CANDELARIA|105
2510|CHAPINERO|760
2510|CIUDAD BOLIVAR|1115
2510|ENGATIVA|1826
2510|FONTIBON|976
2510|KENNEDY|2285
2510|MARTIRES|492
2510|PUENTE ARANDA|858
2510|RAFAEL URIBE|932
2510|SAN CRISTOBAL|926
2510|SANTA FE|441
2510|SUBA|2151
2510|SUMAPAZ|1
2510|TEUSAQUILLO|711
2510|TUNJUELITO|370
2510|USAQUEN|1319
2510|USME|827
2511|ANTONIO NARINO|314
2511|BARRIOS UNIDOS|386
2511|BOSA|957
2511|CANDELARIA|110
2511|CHAPINERO|661
2511|CIUDAD BOLIVAR|817
2511|ENGATIVA|2447
2511|FONTIBON|794
2511|KENNEDY|1866
2511|MARTIRES|366
2511|PUENTE ARANDA|925
2511|RAFAEL URIBE|828
2511|SAN CRISTOBAL|842
2511|SANTA FE|411
2511|SUBA|1813
2511|TEUSAQUILLO|591
2511|TUNJUELITO|433
2511|USAQUEN|1191
2511|USME|643
2512|ANTONIO NARINO|76
2512|BARRIOS UNIDOS|122
2512|BOSA|275
2512|CANDELARIA|20
2512|CHAPINERO|140
2512|CIUDAD BOLIVAR|205
2512|ENGATIVA|393
2512|FONTIBON|206
2512|KENNEDY|462
2512|MARTIRES|117
2512|PUENTE ARANDA|159
2512|RAFAEL URIBE|195
2512|SAN CRISTOBAL|215
2512|SANTA FE|92
2512|SUBA|423
2512|TEUSAQUILLO|167
2512|TUNJUELITO|100
2512|USAQUEN|343
2512|USME|126
